no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description
74,Cemeti - Institute for Art and Society,"4,6",182,Budaya dan Sejarah,0,0,"-7,8177918","110,3623492","Lembaga seni kontemporer di Yogyakarta yang aktif mengadakan pameran, diskusi, dan kolaborasi seni lintas disiplin dan budaya."
4,Restoe Boemi Kreo,"4,5",176,Alam,0,0,"-7,723671547","110,231514",Restoe Boemi Kreo sebuah rumah makan hasil karya NextDestinXction untuk masyarakat kreo
471,Tourism Village Kinahrejo,"4,4",176,Agrowisata,0,0,"-7,5816346","110,4434317","Desa Wisata Kinahrejo terletak di lereng Gunung Merapi dan menjadi titik awal favorit bagi wisatawan yang ingin menjelajahi Merapi melalui lava tour. Dikenal sebagai rumah almarhum Mbah Maridjan, juru kunci Merapi, desa ini menyuguhkan pengalaman edukatif dan emosional tentang letusan Merapi, budaya Jawa, dan kehidupan masyarakat sekitar gunung berapi."
447,TWM ( Tebing Watu Mabur ),"4,4",172,Alam ,2000,2000,"-7,9456084","110,4406992","Tebing Watu Mabur adalah destinasi wisata alam yang berada di Bantul, menawarkan panorama alam luar biasa dari ketinggian. Spot ini populer untuk berkemah dan menyaksikan matahari terbit dengan latar perbukitan hijau serta kabut pagi yang memesona. Nama ""Watu Mabur"" berarti ""batu terbang"", mengacu pada formasi batuan unik di tebing ini."
168,Tempat Wisata Mangir,"4,4",171,Agrowisata,10000,10000,"-7,9001751","110,2752732","Tempat Wisata Mangir merupakan destinasi bernuansa sejarah dan budaya yang terletak di wilayah Pajangan, Bantul. Tempat ini menyimpan kisah legenda Ki Ageng Mangir dan memiliki potensi wisata budaya, pertanian, serta alam pedesaan yang masih alami. Cocok untuk wisata edukasi dan napak tilas sejarah lokal."
504,Gabugan Tourism Village,"4,4",164,Agrowisata,0,0,"-7,6609669","110,3797272","Desa Wisata Gabugan di Sleman menawarkan pengalaman pedesaan otentik dengan suasana asri dan aktivitas pertanian tradisional. Wisatawan dapat ikut serta dalam panen padi, belajar membatik, membuat kerajinan, serta menikmati pertunjukan seni rakyat. Desa ini juga mendukung prinsip wisata ramah lingkungan dan pemberdayaan masyarakat."
103,Pangurakan Gate,"4,6",163,Budaya dan Sejarah,15000,15000,"-7,8015969","110,3646114","Pangurakan Gate adalah pintu gerbang bersejarah yang menjadi akses utama menuju kompleks Keraton Yogyakarta dari arah utara. Bangunan ini memiliki nilai arsitektural dan historis tinggi karena menjadi bagian dari sumbu filosofis Yogyakarta yang menghubungkan Gunung Merapi, Keraton, dan Laut Selatan. Lokasi ini sering dilewati dalam upacara tradisional keraton dan merupakan spot foto ikonik bagi wisatawan."
17,Candi Ijo,"4,7",159,Budaya dan Sejarah,5000,10000,"-7,783381475","110,5104366","Candi Ijo adalah sebuah kompleks percandian bercorak Hindu, berada 4 kilometer arah tenggara dari Candi Ratu Boko atau kira-kira 18 kilometer di sebelah timur kota Yogyakarta. Candi ini diperkirakan dibangun antara kurun abad ke-10 sampai dengan ke-11 Masehi pada saat zaman Kerajaan Medang periode Mataram."
437,Wanagama 1000 Selfie (WG1000S),"4,5",157,Alam,5000,5000,"-7,8928168","110,5472087",Hutan pendidikan Wanagama dengan spot foto kekinian yang instagramable di tengah alam hijau.
125,Hutan Cemara Sembung,"4,2",156,Alam,5000,5000,"-7,8306883","110,2897089","Hutan dengan deretan pohon cemara tinggi, cocok untuk bersantai dan berfoto estetik."
153,Pakem Sari Water Park,"3,7",154,Wisata Air,20000,20000,"-7,661928","110,413932",Wahana air keluarga dengan berbagai permainan dan kolam untuk anak hingga dewasa.
267,Dodogan Cultural Tourism,"4,2",153,Wisata Air,,,"-7,926687","110,4825668",Wisata budaya lokal dengan pertunjukan seni tradisional dan kuliner khas desa.
32,Goa Kalisuci,"4,6",152,Alam,2000,2000,"-8,002397389","110,6395038","Destinasi cave tubing populer, menyusuri sungai bawah tanah dengan ban di tengah keindahan gua alami."
339,Tourism Village Mina Padi Cibuk Kidul,"4,2",147,Agrowisata,0,0,"-7,7555134","110,3099247","Desa wisata pertanian berbasis mina padi (ikan dan padi), edukatif dan ramah lingkungan."
441,Ecotourism Jatisari Seropan 3,"4,3",145,Alam,2000,2000,"-7,9436686","110,4440412","Wisata alam berbasis konservasi dan pertanian, cocok untuk edukasi dan relaksasi."
288,Eco Park Sriharjo,"4,5",142,Alam,50000,50000,"-7,9449846","110,4175478",Taman alam di perbukitan Sriharjo dengan suasana asri dan pemandangan lembah menawan.
433,Goa Sentono,"4,1",140,"Alam, Wisata Air",5000,5000,"-7,8129534","110,4715037","Gua kecil yang diyakini memiliki nilai spiritual, dikelilingi suasana alam yang tenang."
216,Desa Wisata Sendari,"4,3",136,Agrowisata,25000,25000,"-7,7375229","110,325111","Desa kreatif pengrajin gerabah dan batik, cocok untuk wisata budaya dan workshop kerajinan."
274,Terasiring Sriharjo,"4,6",136,Alam,10000,10000,"-7,9448403","110,4180764","Persawahan bertingkat yang indah dan hijau, mirip lanskap Ubud Bali."
254,Candi Gana,"4,1",133,Budaya dan Sejarah,,,"-7,7439064","110,4961559",Candi kecil bercorak Hindu yang menyimpan nilai sejarah dan keunikan arsitektur.
333,Kampoeng Cyber Yogyakarta,"4,4",133,Pendidikan,0,0,"-7,809384","110,3585784","Kampung modern dengan digitalisasi berbasis warga, pionir smart village di Jogja."
276,Desa Wisata Pengkok,"4,3",131,Agrowisata,3000,3000,"-7,8729739","110,4957781","Desa wisata edukatif yang menyajikan kehidupan pedesaan, pertanian, dan budaya lokal."
106,Bangsal Magangan,"4,7",129,Budaya dan Sejarah,10000,10000,"-7,8087595","110,3637221",Bangunan bersejarah yang dahulu menjadi bagian penting dalam struktur Keraton Yogyakarta.
183,Watu Tekek,"4,1",129,Alam,10000,10000,"-7,6643486","110,2081121","Batu besar unik yang menjadi ikon lokal, berada di area wisata alam dengan suasana hening."
114,Jetis Monument,"4,2",128,Buatan,15000,15000,"-7,8273402","110,3253528",Tugu bersejarah yang memperingati perjuangan masyarakat Jetis di masa penjajahan.
458,Tourism Village Display,"4,3",128,Agrowisata,,,"-7,71528","110,3655598",Galeri mini yang menampilkan ragam desa wisata di Jogja sebagai inspirasi destinasi.
320,Jipangan Tourism Village,"4,4",127,Wisata Air,,,"-7,8548212","110,3277628","Desa wisata yang menawarkan budaya, pertanian, dan atraksi kesenian lokal."
401,Pantai Bukit Indah Nampu,"4,4",125,Pantai,10000,10000,"-8,1840158","110,7081369","Pantai dengan bukit kecil dan pemandangan laut yang eksotis, cocok untuk sunset hunting."
244,Candi Siwa,"4,5",121,Budaya dan Sejarah,25000,25000,"-7,7520327","110,4912079","Salah satu candi utama di Kompleks Prambanan, megah dan penuh nilai spiritual Hindu."
188,Geger Menjangan,"4,1",121,Alam,5000,5000,"-7,6993041","110,0306903",Bukit karst dengan pemandangan luas dan cerita legenda tentang kijang suci.
404,Pantai Segoro Kidul,"4,3",120,Pantai,50000,50000,"-7,996434","110,2414412","Pantai penuh legenda yang diyakini sebagai gerbang Laut Selatan, menyajikan panorama mistis nan indah."
64,Museum dan Tanah Liat,"4,6",116,"Budaya dan Sejarah,Museum",0,0,"-7,8200451","110,3394857",Museum kreatif berbasis tanah liat dengan karya seni interaktif dan edukasi keramik.
91,Tugu Jam,"4,5",116,Budaya dan Sejarah,24000,24000,"-7,8064821","110,3630733",Penanda waktu klasik di area kota yang menjadi ikon lokal dengan nilai sejarah unik.
390,Pantai Ngrawah,"4,5",114,Pantai,10000,10000,"-8,1250824","110,5202032","Pantai tersembunyi dengan pasir putih dan ombak tenang, cocok untuk camping atau eksplorasi."
329,Tourism Village Mlangi,"4,7",114,Agrowisata,,,"-7,7622125","110,3313254","Desa religius yang terkenal dengan pondok pesantren, cocok untuk wisata religi dan budaya."
424,Between Two Gates,"4,6",108,Agrowisata,0,0,"-7,8309782","110,3992208","Spot foto di antara dua gapura klasik, simbol transisi budaya dan waktu di Yogyakarta."
199,"Nanggulan Rice Terrace, Watumurah, Pendowoharjo","4,3",108,Alam,,,"-7,7479509","110,1903153",Hamparan sawah bertingkat yang memesona di kawasan pedesaan Nanggulan.
62,Museum Sonobudoyo Unit II,"4,7",107,"Budaya dan Sejarah,Museum",10000,10000,"-7,8040124","110,366348","Unit lanjutan museum budaya Jawa, menyajikan koleksi keris, batik, dan artefak sejarah."
57,Sonobudoyo State Museum Unit II,"4,7",107,"Budaya dan Sejarah,Museum",10000,10000,"-7,8040124","110,366348",Museum negara yang memamerkan kekayaan budaya dan sejarah Jawa secara mendalam.
238,Brahma Temple,"4,5",103,"Budaya dan Sejarah,Religi",25000,25000,"-7,7523837","110,4912216","Candi di kompleks Prambanan yang didedikasikan untuk Dewa Brahma, arsitekturnya megah dan simetris."
492,Tradisional Park,"4,3",102,Buatan,20000,20000,"-7,6286063","110,4252096",Taman dengan nuansa tradisional yang menampilkan budaya dan kehidupan desa zaman dulu.
454,Air Terjun Banyu Nibo,"4,3",99,Wisata Air,0,0,"-7,9033828","110,4572075","Air terjun mungil yang dikelilingi pepohonan, cocok untuk healing dan eksplorasi."
133,Obelix Hills Sunset View,"4,6",99,Buatan,15000,25000,"-7,8070316","110,5215714","Spot kekinian untuk menikmati sunset, dengan café outdoor dan banyak spot foto."
448,Goa Jepang Pengklik,"4,4",96,Alam,10000,10000,"-7,8037677","110,4779306","Gua buatan peninggalan Jepang saat Perang Dunia II, kini jadi situs sejarah dan wisata edukasi."
375,Pantai Ngluwen,"4,5",96,Pantai,10000,10000,"-8,1140054","110,4898614","Pantai perawan yang tenang, cocok untuk pelarian dari keramaian kota."
201,Desa Wisata Malangan,"4,4",95,Agrowisata,,,"-7,7586856","110,2533026",Desa wisata dengan aktivitas budaya seperti seni karawitan dan kuliner tradisional.
408,pantai Trisik,"3,9",94,Pantai,3000,3000,"-7,9673349","110,182607",Pantai alami dengan konservasi penyu dan suasana pantai yang bersih dan sejuk.
236,Karangnongko Temple,"4,1",93,"Budaya dan Sejarah,Religi",0,0,"-7,6771502","110,5569914","Situs candi kecil bercorak Hindu, tersembunyi namun menyimpan pesona historis."
189,Watu Kendhil,"4,3",93,Alam,5000,5000,"-7,6353212","110,2147341",Batu besar unik yang menjadi simbol lokal dan kerap dikunjungi untuk meditasi alam.
123,Gazebo Fakultas Pertanian UGM,"4,5",91,Buatan,0,0,"-7,7682109","110,3813503","Ruang terbuka hijau untuk diskusi, belajar, atau bersantai di lingkungan kampus."
331,Dewi Rawe,"4,5",89,Buatan,,,"-7,7514803","110,3352759",Destinasi wisata berbasis pertanian dan budaya di Sleman dengan berbagai aktivitas edukatif.
191,Embung KP,"4,3",87,Wisata Air,,,"-7,6588773","110,235082",Embung atau bendungan kecil yang digunakan untuk irigasi dan kini jadi spot piknik serta mancing.
307,Geopark Gunung Sewu,"4,4",85,Buatan,5000,5000,"-7,8475299","110,4795506","Kawasan konservasi alam karst yang masuk UNESCO Global Geopark, penuh gua dan lanskap eksotis."
219,Goa Payaman,"4,2",84,Alam,25000,25000,"-7,8346264","110,258599","Gua alami yang masih alami dan jarang dikunjungi, cocok untuk petualang alam."
394,Pantai Watunene,"4,6",84,Pantai,7500,7500,"-8,1594636","110,6292219",Pantai tersembunyi di pesisir selatan dengan hamparan pasir putih dan batuan indah.
435,Desa Wisata Nawung,"4,3",81,Wisata Air,20000,20000,"-7,8202819","110,5425329",Desa wisata yang fokus pada pelestarian budaya dan lingkungan serta kuliner tradisional.
242,Kadisoka Temple,"3,8",81,"Budaya dan Sejarah,Religi",0,0,"-7,7553303","110,4459721","Candi kecil yang ditemukan di tengah pemukiman, menyimpan nilai arkeologi penting."
473,Kampung Wisata Tanen | KAWITAN,"4,4",80,Agrowisata,0,0,"-7,6270688","110,4201728","Kampung yang memadukan pertanian, seni tradisional, dan ekowisata dalam satu tempat."
508,MANGGALIA INDAH,"3,9",80,Agrowisata,15000,15000,"-7,5915194","110,5074483",Tempat wisata modern keluarga dengan fasilitas hiburan dan kuliner yang nyaman.
453,Desa Wisata Batur,"4,4",79,Alam,15000,15000,"-7,8597347","110,5498557",Desa yang menawarkan keindahan alam dan kearifan lokal dengan aktivitas outbound dan budaya.
60,Museum Rs Mata Dr Yap,"4,5",79,Budaya dan Sejarah,0,0,"-7,780141","110,3741398","Museum kedokteran mata pertama di Indonesia, menyimpan sejarah dunia oftalmologi."
352,Government Tourist Information Center,"4,6",77,Agrowisata,0,0,"-7,7953215","110,3657371","Pusat informasi resmi pariwisata Yogyakarta, lengkap dengan peta dan brosur wisata."
61,Museum Geoteknologi Mineral,"4,5",72,"Budaya dan Sejarah,Museum",0,0,"-7,7816997","110,4146097","Museum edukatif yang menampilkan batuan, mineral, dan teknologi geologi."
261,Unit Office Taman Wisata Candi Prambanan,"4,6",72,Agrowisata,50000,50000,"-7,7541053","110,4928588","Kantor pengelola resmi wisata candi, pusat informasi dan tiket."
235,Perwara Temple,"4,4",70,"Budaya dan Sejarah,Religi",50000,50000,"-7,7516703","110,4921881","Candi-candi pendamping di kompleks Prambanan yang berjumlah puluhan, mencerminkan struktur kosmis Hindu."
489,Tourism Village Srowolan,"4,3",70,Agrowisata,10000,10000,"-7,6663773","110,3858213","Desa wisata di kaki Merapi dengan kesejukan alam, kopi lokal, dan atraksi budaya."
233,Candi Morangan,"4,3",68,"Budaya dan Sejarah,Religi",15000,15000,"-7,6848173","110,4694913","Situs candi yang ditemukan kembali dalam keadaan terkubur, simbol sejarah masa lalu yang unik."
482,Tourism Village Bokesan,"4,4",68,Agrowisata,0,0,"-7,706782","110,4742429","Desa wisata dengan pengalaman berkebun, beternak, dan edukasi alam."
348,Lava Tour Merapi,"4,8",67,Alam,350000,350000,"-7,7531441","110,3473714",Wisata jeep menyusuri jalur bekas letusan Merapi dengan cerita sejarah dan edukasi geologi.
202,Tuk Si Bedug,"4,5",67,Wisata Air,0,0,"-7,7343858","110,3004508","Sumber mata air alami yang dikeramatkan warga, diyakini memiliki energi spiritual."
405,Pantai Baru,"4,3",66,Pantai,4000,4000,"-8,1338843","110,5510278",Pantai yang mulai populer dengan angin segar dan deretan kincir angin sebagai daya tarik utama.
501,WISATA DESA WATU LEDHEK,"4,3",61,Wisata Air,0,0,"-7,7162707","110,3898193",Desa wisata dengan atraksi seni tari Ledhek dan panorama alam khas pedesaan.
197,Wisata Alam Pos Mati,"4,3",57,Alam,0,0,"-7,6264157","110,1789032",Wisata yang menyajikan pemandangan menarik dari atas bukit
245,Morangan Temple,"4,1",55,"Budaya dan Sejarah,Religi",15000,15000,"-7,6848728","110,4695674","Candi Hindu dari abad ke-9 atau ke-10 yang terletak di Morangan, Sleman. Terletak 2,5 meter di bawah permukaan tanah dan terdiri dari candi utama serta candi perwara yang terbuat dari batu andesit."
63,Sekretariat Sementara Museum Anak Kolong Tangga,"4,4",55,Agrowisata,5000,5000,"-7,8187216","110,3646999","Museum mainan pertama di Indonesia, terletak di bawah tangga Gedung Taman Budaya Yogyakarta. Menampilkan berbagai koleksi mainan dan alat peraga edukatif."
491,Taman wisata merapi garden Cangkringan,"4,5",53,Wisata Air,10000,10000,"-7,58728","110,442803","Taman rekreasi yang terletak di lereng Gunung Merapi, menawarkan kolam renang dan taman bermain yang cocok untuk keluarga."
263,Mesjid Ldii Kelompok Candi,"4,6",51,Religi,0,0,"-7,6995786","110,4132218","Masjid yang berada di Sleman, mudah diakses dengan transportasi umum dan dekat dengan beberapa halte bus utama."
268,Kalinampu Natural Park,"4,2",49,Buatan,5000,5000,"-7,968594","110,3473611","Taman alam di Bantul yang menawarkan pemandangan bunga eceng gondok dan suasana mirip Jepang, cocok untuk berfoto dan rekreasi keluarga."
157,Brug Londho River Track,"3,9",48,Agrowisata,0,0,"-7,7064216","110,4195737","Jalur wisata alam di Ngaglik, Sleman, yang menawarkan pengalaman menyusuri sungai dan pemandangan sawah yang asri."
111,Monument obelisk 1 Century of Muhammadiyah,"4,4",48,Museum,0,0,"-7,8131132","110,3221465","Monumen Obelisk 1 Abad Muhammadiyah adalah tugu peringatan di kampus UMY, Bantul, yang dibangun untuk mengenang 100 tahun kontribusi Muhammadiyah di bidang pendidikan, sosial, dan dakwah. Monumen berbentuk obelisk ini juga menjadi landmark edukatif dan simbol keteguhan organisasi."
445,OMAH ELABU,"4,3",48,Budaya dan Sejarah,0,0,"-7,8499751","110,4795727","Restoran dengan konsep tradisional pedesaan di Patuk, Gunung Kidul, menawarkan suasana sejuk dan nyaman dengan pemandangan perbukitan."
306,Watu Loncat,"4,5",46,Alam,0,0,"-7,8763184","110,4524533","Objek wisata alam di Dlingo, Bantul, yang menawarkan pemandangan batu loncat dan suasana alam yang menenangkan."
438,Watu Loncat,"4,5",46,Alam,0,0,"-7,8763184","110,4524533","Objek wisata alam di Dlingo, Bantul, yang menawarkan pemandangan batu loncat dan suasana alam yang menenangkan."
403,Pantai Imorenggo,"4,4",45,Pantai,0,0,"-7,9658312","110,1824816","Pantai dengan pasir hitam eksotis di Kulon Progo, menawarkan keindahan alam yang masih alami dan cocok untuk bersantai."
282,Sungai Oya,"4,7",45,Wisata Air,60000,60000,"-7,9539315","110,4246111","Sungai yang mengalir di Gunung Kidul, menawarkan aktivitas river tubing dan pemandangan alam karst yang memukau."
326,Tourism Village Pandeyan,"4,6",44,Agrowisata,0,0,"-7,814481","110,386165","Desa wisata di Yogyakarta yang menampilkan kekayaan budaya lokal, termasuk kerajinan batik dan tembikar, serta suasana pedesaan yang asri."
187,Wisata Taman Kelinci Borobudur,"4,8",44,Agrowisata,20000,25000,"-7,6223711","110,2216511","Tempat wisata edukatif di dekat Candi Borobudur, menawarkan interaksi dengan kelinci dan berbagai spot foto menarik."
356,JOGJA TREVELING,"4,9",43,Agrowisata,350000,350000,"-7,7654126","110,3422458",Penyedia layanan paket wisata di Yogyakarta yang menawarkan berbagai destinasi menarik dengan harga terjangkau.
451,Spot Pintoe Langit Dahromo,"4,6",43,Alam,5000,5000,"-7,9121203","110,4365253",Spot wisata di Bantul yang terkenal dengan pemandangan matahari terbenamnya dan spot foto yang instagramable.
144,TeknoPark Mega Andalan,"4,5",43,Agrowisata,0,0,"-7,803753","110,4830177","Kawasan industri dan edukasi di Kalasan, Sleman, yang fokus pada produksi peralatan medis serta menjadi tempat kunjungan pembelajaran teknologi manufaktur."
316,Tourism Village Duchy,"4,4",43,Agrowisata,0,0,"-7,806093","110,35831","Desa wisata budaya di sekitar Keraton Yogyakarta yang menyajikan seni, kuliner, dan kehidupan tradisional masyarakat Jawa secara autentik."
179,Sukmojoyo Hill,"4,6",42,Alam,10000,10000,"-7,6301034","110,1752282","Bukit di Yogyakarta yang menawarkan pemandangan alam yang indah dan suasana yang tenang, cocok untuk relaksasi."
507,Patung Monyet Kaliurang,"4,3",41,Buatan,10000,10000,"-7,5999674","110,4294736",Patung ikonik di kawasan Kaliurang yang menjadi salah satu daya tarik wisatawan untuk berfoto.
509,KAWIDASRI,"4,4",40,Agrowisata,0,0,"-7,6372592","110,3891213","KAWIDASRI (Kampoeng Wisata Daleman Asri) adalah desa wisata di lereng Gunung Merapi, Sleman, yang menawarkan wisata alam dan edukatif seperti susur sungai, outbound, dan camping dalam suasana pedesaan yang sejuk dan asri."
386,Nglangkap Beach,"4,3",39,Pantai,10000,10000,"-8,1107366","110,479256","Pantai yang menawarkan keindahan alam dan suasana yang tenang, cocok untuk bersantai dan menikmati pemandangan laut."
240,Taman Wisata Candi Sojiwan,"4,5",38,"Budaya dan Sejarah,Religi",8000,8000,"-7,7604197","110,4955436",Kompleks candi yang menawarkan pemandangan arsitektur kuno dan suasana yang menenangkan.
248,Candi Wisnu,"4,5",37,"Budaya dan Sejarah,Religi",75000,75000,"-7,751692","110,4912105","Salah satu candi di kompleks Prambanan yang didedikasikan untuk Dewa Wisnu, menampilkan arsitektur khas Hindu."
141,Kampung Wisata Sosromenduran,4,36,Agrowisata,0,0,"-7,79219","110,362151","Kampung wisata yang menawarkan pengalaman budaya lokal, termasuk seni, kuliner, dan kerajinan tangan."
354,Guide Francophone et Chauffeur de Voiture Privé de Voyage Yogyakarta Java Indonésie,5,34,"Budaya dan Sejarah,Religi",,,"-7,8206473","110,3773068",Layanan pemandu wisata dan sopir pribadi berbahasa Prancis yang menyediakan tur khusus di Yogyakarta dan sekitarnya untuk wisatawan Francophone.
385,Pantai Botorubuh,"4,6",34,Pantai,5000,5000,"-8,2003473","110,7082335","Pantai yang menawarkan keindahan alam dan suasana yang tenang, cocok untuk bersantai dan menikmati pemandangan laut."
231,Candi Dawangsari,"4,3",33,Budaya dan Sejarah,0,0,"-7,7743486","110,4973873","Candi yang terletak di Yogyakarta, menawarkan pemandangan arsitektur kuno dan suasana yang menenangkan."
262,Ijo Temple Wooden Mosque,"4,4",33,Religi,0,0,"-7,7847528","110,5128442","Pasoedjoedan Al Liwung atau yang dikenal dengan Masjid Candi Ijod merupakan masjid yang didirikan tidak jauh dari candi ijo. Dimana kita ketahui, Candi ijo merupakan candi tertinggi di Yogyakarta. Masjid ini berciri khas bangunan tradisional modern, dengan sentuhan ornamen kayu jati. Masjid ini didesain sedemikian rupa, sehingga pengunjung khusus nya yg ingin beribadah merasakan kenyaman alamiah. Dari masjid ini juga bisa dilihat pemandangan hamparan kota Yogyakarta dan khususnya bandara adi sucipto. Bangunan masjid yg didesain terbuka menjadikan seolah beribadah menyatu dgn alam."
305,Gua Permoni,"4,3",32,Alam,0,0,"-7,8796951","110,3965111","Sebuah gua alami yang terkenal dengan keindahan stalaktit dan stalagmitnya, menawarkan pengalaman jelajah alam yang menantang."
142,Kampung Wisata Rejowinangun,"4,3",31,Agrowisata,0,0,"-7,8152776","110,3988359","Sebuah desa wisata yang menawarkan pengalaman budaya lokal, termasuk kegiatan pertanian dan kerajinan tangan tradisional."
474,Tawangrejo Agro Tourism,"4,4",31,Agrowisata,30000,30000,"-7,6354887","110,4032545",Destinasi wisata agrowisata yang menyajikan keindahan alam serta pengalaman memetik buah langsung dari kebun.
402,Bukit Gunung Kidul Pantai Indrayanti,"4,7",30,Pantai,10000,10000,"-8,1501214","110,6121077","Bukit dengan pemandangan spektakuler yang menghadap ke Pantai Indrayanti, terkenal dengan pasir putih dan ombak yang tenang."
122,Pemancingan Sungkono,"3,6",30,Wisata Air,0,0,"-7,9436745","110,2288385","Tempat wisata pemancingan yang cocok bagi para penggemar memancing, dilengkapi dengan fasilitas yang nyaman."
127,Gantangan Lomba Burung New POSJAKAL,"4,7",27,Agrowisata,0,0,"-7,7459912","110,3916566",Arena lomba burung berkicau yang menjadi ajang kompetisi bagi pecinta burung.
128,Kids Fun - Blaster Boat,"4,2",27,Buatan,20000,20000,"-7,8285087","110,4400289",Tempat hiburan keluarga dengan permainan perahu berbasis air yang seru dan aman untuk anak-anak.
130,Kids Fun - Arung Jeram,"4,4",26,Buatan,25000,25000,"-7,8285622","110,4412651","Aktivitas arung jeram yang menyenangkan dan penuh tantangan, cocok untuk anak-anak dan keluarga."
119,THR Gabusan Square,"3,8",26,Budaya dan Sejarah,0,0,"-7,8773087","110,3520114",Pusat perbelanjaan yang juga dilengkapi dengan fasilitas hiburan seperti bioskop dan area permainan anak.
92,Gedung Jefferson,"4,2",25,Budaya dan Sejarah,0,0,"-7,7832145","110,3658164","Sebuah gedung ikonik yang menjadi salah satu landmark kota, menawarkan fasilitas ruang acara dan pusat pertemuan."
251,Taman Lampion Candi Plaosan,"4,4",25,"Budaya dan Sejarah,Religi",5000,5000,"-7,7402939","110,5053448","Taman indah yang dipenuhi lampion warna-warni, menciptakan suasana yang romantis dan cocok untuk berfoto."
296,Grojogan Pucung,"4,5",23,Wisata Air,0,0,"-7,990371","110,3421397",Air terjun alami yang menawarkan kesegaran dengan suasana alam yang asri dan menenangkan.
82,Gallery Amri Yahya,"4,9",21,Religi,75000,75000,"-7,7992289","110,3537936","Galeri seni yang memamerkan karya seni kontemporer, memberikan wawasan mendalam mengenai seni lokal."
393,Pantai Daud,"4,4",21,Pantai,0,0,"-8,157724","110,6246487","Pantai yang relatif sepi, menawarkan keindahan alam dengan pasir hitam dan ombak yang cocok untuk bersantai."
406,Pantai Parangracuk,"4,5",21,Pantai,0,0,"-8,1316897","110,5447417","Pantai dengan pemandangan indah dan ombak yang besar, cocok untuk kegiatan surfing dan menikmati alam."
414,Pantai Sundak Timur,"4,4",21,Pantai,0,0,"-8,147072","110,6079043","Pantai yang terkenal dengan pasir putihnya yang bersih dan suasana tenang, ideal untuk berlibur dan bersantai."
75,Museum Batik Keraton Yogyakarta,"4,9",20,"Budaya dan Sejarah, Museum",20000,20000,"-7,8075139","110,3645895","Di Museum Batik Keraton Yogyakarta, wisatawan akan disuguhi sekitar 2.000-an motif asli keluarga kerajaan. Tak seperti ruangan museum lain di komplek Keraton, khusus di museum Batik pengunjung dilarang memotret. Terdapat foto-foto raja dan ratu dari generasi ke generasi lengkap dengan penjelasan filosofinya"
279,Turunan Stone Park,"4,5",20,Agrowisata,3000,3000,"-7,9730132","110,4351912",Taman alam berbatu dengan lanskap unik dan cocok untuk spot foto serta menikmati pemandangan alam khas pegunungan.
150,Gerojogan Jurugan,"4,6",19,Wisata Air,3000,3000,"-7,7005813","110,2359752","Air terjun alami yang menawan dengan suasana asri, cocok untuk relaksasi dan menikmati segarnya air pegunungan."
145,Grenjeng Water Park,"4,3",19,Wisata Air,0,0,"-7,6563532","110,3857548",Taman bermain air keluarga dengan berbagai wahana seru yang cocok untuk anak-anak dan dewasa.
81,Museum Padepokan Sumber Karahajon,"4,3",19,Budaya dan Sejarah,0,0,"-7,859559","110,409273","Museum yang menyajikan nilai budaya, spiritual, dan sejarah lokal yang sarat filosofi Jawa."
205,Puncak Kuda Sembrani-Desa Wisata Banjarasri,"4,4",19,Alam,12000,12000,"-7,6920487","110,2131553","Puncak bukit dengan panorama hijau dan patung kuda legendaris, spot favorit untuk bersantai dan berfoto."
496,WATER PARK DESA SUDIMORO,"3,7",19,Wisata Air,30000,40000,"-7,6132549","110,3519173",Wahana air desa yang menyenangkan dengan kolam renang dan permainan air untuk keluarga.
117,Kids Fun Mirota Pasaraya,"4,4",18,Buatan,70000,70000,"-7,7529211","110,3846346","Tempat hiburan anak dalam pusat perbelanjaan, menyediakan wahana edukatif dan permainan seru."
66,Museum Romo Mangun,"4,1",17,"Budaya dan Sejarah, Museum",0,0,"-7,7841172","110,3709179","Museum yang mengenang karya dan pemikiran Romo Mangun, arsitek dan tokoh pendidikan Indonesia."
318,TemenNyantai TransWisata,"4,6",17,Agrowisata,,,"-7,7689452","110,4261352","Layanan wisata santai dengan berbagai paket menarik, cocok untuk liburan fleksibel di Jogja."
301,Goa Pego,"4,2",16,Alam,5000,5000,"-7,9990794","110,3705074","Gua alami yang tenang dan tersembunyi, menawarkan suasana mistis dan pemandangan eksotis."
71,Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama,"4,7",15,Museum,0,0,"-7,7839154","110,3932776",Museum yang menampilkan kontribusi perempuan Indonesia dalam sejarah perjuangan bangsa.
498,GRINATA ADVENTURE 1,"4,9",13,Agrowisata,350000,350000,"-7,5902269","110,4423564","Wisata petualangan alam dengan kegiatan seperti off-road, camping, dan outbound di alam terbuka."
490,Teras Merapi,"4,9",13,Alam,10000,10000,"-7,5876903","110,4558767","Destinasi dengan pemandangan langsung ke Gunung Merapi, ideal untuk bersantai dan menikmati kopi."
102,Kori Agung Masjid Gedhe Mataram Kotagede,"4,7",12,Religi,0,0,"-7,8294965","110,3985073",Gerbang agung penuh nilai sejarah yang menjadi pintu masuk kompleks Masjid Mataram di Kotagede.
70,Museum Sidik Martowidjojo,4,11,Museum,0,0,"-7,8084446","110,3629506",Museum seni dan pribadi yang menampilkan karya serta sejarah hidup pelukis Sidik Martowidjojo.
